"Word","Length","Ortho_N","BG_Sum","BG_Mean","BG_Freq_By_Pos","NWI_Mean_RT","NWI_SD","NWI_Zscore","Obs","NWI_Mean_Accuracy"
"agquiring","9","1","#","#","2,139","1,079.515","414.790","-0.909","33","1.000"
"apquisition","11","1","#","#","2,681","1,021.935","310.393","-0.795","31","0.939"
"atquisitions","12","1","#","#","2,702","947.394","338.294","-0.794","33","0.971"
"afluisitive","11","0","15,907","1,590.700","1,985","929.452","399.250","-0.521","31","1.000"
"alquisitiveness","15","1","#","#","2,243","933.864","410.837","-0.351","22","0.786"
"acquat","6","1","6,649","1,329.800","764","812.357","411.393","-0.065","28","0.848"
"acquittap","9","1","8,066","1,008.250","947","912.281","305.639","-0.391","32","0.970"
"atquitted","9","1","#","#","1,764","906.242","285.086","-0.633","33","0.941"
"atre","4","1","10,411","3,470.333","838","713.310","173.955","0.131","29","0.906"
"apreage","7","1","10,569","1,761.500","1,304","719.516","196.270","0.162","31","0.886"
"acrel","5","1","8,536","2,134.000","1,208","747.452","200.693","0.009","31","0.939"
"afrid","5","1","4,330","1,082.500","606","701.483","167.555","0.102","29","0.853"
"abrimonious","11","1","18,080","1,808.000","1,714","930.606","396.302","-0.564","33","1.000"
"acrimany","8","1","11,339","1,619.857","1,363","908.645","395.008","-0.292","31","0.939"
"atrobat","7","1","13,329","2,221.500","1,259","867.276","330.051","-0.169","29","0.879"
"abrobatic","9","2","16,110","2,013.750","2,065","974.696","301.370","-0.622","23","0.742"
"anrobatics","10","1","18,200","2,022.222","2,275","979.935","373.988","-0.672","31","0.969"
"atrobats","8","1","14,335","2,047.857","1,410","901.600","272.662","-0.645","30","0.909"
"agronym","7","1","8,579","1,429.833","706","998.917","420.474","-0.655","24","0.774"
"Afropolis","9","1","11,384","1,423.000","1,004","959.429","353.467","-0.352","28","0.875"
"acress","6","2","12,862","2,572.400","1,470","851.964","296.055","-0.499","28","0.824"
"alrylic","7","1","8,857","1,476.167","1,029","947.840","288.263","-0.741","25","0.758"
"ast","3","9","5,017","2,508.500","271","734.033","226.874","0.188","30","0.938"
"acbed","5","2","6,808","1,702.000","598","739.909","269.997","0.204","33","0.971"
"anting","6","1","22,092","4,418.400","2,001","870.095","275.335","-0.234","21","0.656"
"astion","6","1","16,908","3,381.600","1,220","740.844","172.711","0.186","32","0.969"
"actiors","7","1","14,111","2,351.833","1,440","884.656","249.304","-0.382","32","1.000"
"antivate","8","1","21,194","3,027.714","2,425","973.259","331.841","-0.750","27","0.818"
"altivated","9","1","22,613","2,826.625","2,520","1,128.889","406.460","-1.134","18","0.643"
"abtivating","10","1","26,942","2,993.556","3,013","918.909","310.376","-0.562","33","1.000"
"agtivation","10","1","23,001","2,555.667","2,822","835.429","242.538","-0.390","28","0.966"
"artive","6","2","11,519","2,303.800","857","851.333","245.547","0.020","24","0.706"
"activoly","8","1","11,351","1,621.571","1,022","817.618","326.946","-0.046","34","1.000"
"activusm","8","1","10,262","1,466.000","892","1,037.263","395.850","-0.742","19","0.594"
"aptivist","8","1","13,977","1,996.714","1,293","770.455","273.383","-0.086","33","0.971"
"adtivities","10","1","20,180","2,242.222","2,292","933.571","338.911","-0.350","28","0.875"
"aptivity","8","1","10,532","1,504.571","1,185","923.360","379.335","-0.231","25","0.833"
"artor","5","4","8,088","2,022.000","858","794.062","292.640","-0.103","32","0.970"
"achors","6","1","8,398","1,679.600","1,018","915.353","245.142","-0.437","17","0.515"
"actom's","7","1","6,238","1,039.667","734","782.212","271.234","0.031","33","0.971"
"astress","7","1","17,307","2,884.500","2,126","889.400","243.671","-0.253","25","0.781"
"actressos","9","1","16,520","2,065.000","2,184","958.344","368.591","-0.528","32","0.941"
"alts","4","8","4,441","1,480.333","340","745.600","220.828","0.031","30","0.909"
"aptual","6","1","5,476","1,095.200","645","796.300","349.774","0.001","30","0.882"
"altualities","11","1","23,119","2,311.900","2,319","818.174","211.289","-0.410","23","0.742"
"adtuality","9","1","10,934","1,366.750","1,413","919.719","342.232","-0.284","32","0.970"
"altually","8","1","10,836","1,548.000","1,005","835.667","250.634","-0.397","27","0.812"
"altuary","7","1","8,210","1,368.333","837","745.750","181.458","0.004","28","0.848"
"acuizy","6","1","3,180","636.000","364","672.500","200.068","0.372","30","0.909"
"acupunctura","11","1","12,518","1,251.800","888","1,050.409","406.182","-1.158","22","0.880"
"ahute","5","2","5,695","1,423.750","901","736.000","259.608","0.179","31","0.912"
"alutely","7","1","12,260","2,043.333","1,646","729.200","161.001","0.114","25","0.833"
"aduteness","9","1","18,898","2,362.250","2,759","969.200","374.122","-0.597","30","0.968"
"af","2","10","232","232.000","83","741.941","262.768","0.328","34","1.000"
"Edo","3","2","5,073","2,536.500","79","798.321","238.727","-0.139","28","0.800"
"arage","5","1","8,070","2,017.500","1,464","751.767","237.876","0.002","30","0.938"
"Aham","4","4","2,158","719.333","578","730.440","204.631","0.037","25","0.781"
"aramant","7","1","15,201","2,533.500","2,189","929.048","340.077","-0.497","21","0.677"
"adamuntly","9","1","9,724","1,215.500","1,178","930.346","351.055","-0.589","26","0.839"
"Adar's","6","1","5,746","1,149.200","852","765.654","210.795","-0.186","26","0.765"
"abapt","5","1","3,019","754.750","402","898.789","327.194","-0.264","19","0.576"
"afaptability","12","1","12,454","1,132.182","922","736.394","233.170","0.063","33","1.000"
"alaptable","9","1","13,798","1,724.750","1,654","903.903","336.916","-0.518","31","0.912"
"araptation","10","1","25,260","2,806.667","3,784","848.097","325.399","-0.262","31","1.000"
"avaptations","11","1","21,891","2,189.100","2,939","996.588","456.175","-0.520","34","0.971"
"agapted","7","1","11,514","1,919.000","1,730","883.469","306.449","-0.302","32","0.970"
"adaptel","7","2","8,950","1,491.667","1,226","841.875","225.494","-0.225","32","1.000"
"anapters","8","1","18,172","2,596.000","2,438","830.062","281.846","-0.194","32","0.970"
"amapting","8","1","19,452","2,778.857","2,765","968.581","469.162","-0.423","31","0.969"
"Adu's","5","1","2,442","610.500","316","796.083","221.307","0.070","24","0.727"
"ald","3","7","3,393","1,696.500","248","797.667","277.540","0.115","30","0.909"
"abbed","5","1","6,524","1,631.000","536","817.185","257.212","-0.088","27","0.844"
"appendum","8","0","9,609","1,372.714","1,466","969.941","461.452","-0.688","17","0.531"
"addet","5","2","5,212","1,303.000","833","791.529","332.696","-0.053","34","0.971"
"affict","6","1","4,866","973.200","826","951.200","314.205","-0.474","20","0.606"
"addacted","8","1","13,274","1,896.286","1,867","871.774","302.683","-0.430","31","0.939"
"alliction","9","0","22,751","2,843.875","2,560","897.429","272.745","-0.505","28","0.848"
"atticts","7","0","14,067","2,344.500","1,181","903.792","316.083","-0.299","24","0.828"
"alling","6","1","18,243","3,648.600","1,578","796.880","236.109","-0.309","25","0.781"
"accition","8","0","16,742","2,391.714","2,107","905.903","358.253","-0.442","31","0.909"
"affitional","10","0","19,994","2,221.556","2,222","953.793","472.684","-0.502","29","0.935"
"additiorally","12","1","24,685","2,244.091","2,617","1,207.833","332.105","-1.384","24","0.800"
"attitions","9","0","25,554","3,194.250","2,212","1,039.000","263.695","-0.988","16","0.500"
"allitive","8","0","17,157","2,451.000","1,810","904.167","309.767","-0.504","30","0.909"
"appitives","9","0","16,417","2,052.125","1,940","852.741","300.481","-0.326","27","0.871"
"addma","5","0","3,019","754.750","477","720.970","242.000","0.243","33","0.971"
"addrebs","7","1","6,658","1,109.667","894","782.323","312.883","-0.036","31","0.969"
"attressed","9","0","23,659","2,957.375","2,836","927.375","339.759","-0.423","32","0.914"
"accressee","9","0","15,987","1,998.375","2,280","943.971","370.141","-0.535","34","1.000"
"addresseem","10","1","16,167","1,796.333","2,107","891.250","315.605","-0.456","28","0.875"
"addreshes","9","1","18,217","2,277.125","2,243","985.967","273.397","-0.471","30","0.938"
"andressing","10","2","28,755","3,195.000","3,532","955.567","278.321","-0.658","30","0.938"
"atts","4","3","5,859","1,953.000","251","711.688","199.909","0.269","32","0.970"
"alduce","6","1","5,828","1,165.600","561","709.607","290.703","0.205","28","0.875"
"Adere","5","2","14,356","3,589.000","1,294","963.150","365.166","-0.524","20","0.588"
"alept","5","3","7,517","1,879.250","679","737.839","168.889","0.079","31","0.939"
"adequicy","8","1","7,213","1,030.429","731","891.708","313.718","-0.417","24","0.686"
"abequate","8","1","11,534","1,647.714","1,465","836.500","300.712","-0.241","26","0.897"
"anequately","10","1","18,706","2,078.444","1,979","973.654","386.801","-0.808","26","0.867"
"athere","6","1","17,957","3,591.400","1,949","735.267","214.200","0.177","30","0.938"
"alhered","7","2","20,024","3,337.333","2,847","885.917","313.329","-0.346","24","0.750"
"apherence","9","1","20,724","2,590.500","2,705","918.667","359.763","-0.471","24","0.774"
"adherunt","8","1","14,538","2,076.857","2,110","910.062","348.258","-0.414","32","0.941"
"amherents","9","1","21,246","2,655.750","2,756","914.750","392.187","-0.382","32","0.941"
"acheres","7","1","19,923","3,320.500","2,788","905.032","309.787","-0.476","31","0.969"
"athesion","8","1","20,554","2,936.286","1,613","934.821","412.561","-0.442","28","0.848"
"abhesive","8","1","11,724","1,674.857","1,153","1,113.450","423.504","-1.044","20","0.606"
"alhesives","9","1","18,285","2,285.625","1,649","847.087","312.608","-0.235","23","0.676"
"adiea","5","1","5,996","1,499.000","591","871.647","322.464","-0.310","34","1.000"
"adiod","5","1","5,971","1,492.750","377","815.219","192.087","-0.105","32","0.941"
"adipome","7","1","7,487","1,247.833","911","774.964","223.896","-0.072","28","0.875"
"adirondeck","10","1","17,093","1,899.222","1,627","900.087","200.849","-0.410","23","0.885"
"adirondanks","11","1","16,791","1,679.100","1,731","902.300","438.589","-0.385","20","0.645"
"aljacent","8","1","13,117","1,873.857","1,239","836.906","180.416","-0.219","32","0.970"
"atjectival","10","1","15,951","1,772.333","1,538","933.844","319.542","-0.357","32","1.000"
"asjective","9","1","11,597","1,449.625","1,539","807.387","214.336","-0.180","31","0.912"
"arjectives","10","1","17,601","1,955.667","1,928","829.194","215.598","-0.091","31","0.969"
"atjoin","6","1","11,571","2,314.200","1,304","877.031","310.694","-0.251","32","0.970"
"amjoined","8","1","#","#","2,459","823.029","274.452","-0.183","34","1.000"
"adjoinong","9","1","17,800","2,225.000","2,472","880.278","365.867","-0.413","18","0.581"
"asjoins","7","1","10,703","1,783.833","1,577","854.071","288.948","-0.220","28","0.848"
"adjoorn","7","1","5,384","897.333","789","867.913","312.497","-0.513","23","0.719"
"atjourned","9","1","14,588","1,823.500","1,385","953.500","371.531","-0.294","26","0.839"
"asjourning","10","1","17,436","1,937.333","1,771","944.618","370.625","-0.525","34","0.971"
"aljournment","11","1","15,373","1,537.300","1,161","1,107.929","545.978","-0.758","28","0.933"
"apjourns","8","1","6,377","911.000","716","862.059","388.612","-0.194","34","1.000"
"adjunge","7","1","8,253","1,375.500","856","820.839","234.338","-0.227","31","0.912"
"adjadged","8","1","8,094","1,156.286","1,392","787.258","228.867","-0.194","31","0.938"
"amjudging","9","1","#","#","1,732","818.438","286.101","-0.117","32","1.000"
"aljudicate","10","1","18,150","2,016.667","1,660","941.963","386.513","-0.481","27","0.931"
"apjudication","12","1","23,456","2,132.364","2,263","856.581","306.007","-0.325","31","0.939"
"afjunct","7","1","4,807","801.167","582","714.774","187.939","0.171","31","0.969"
"atjuncts","8","1","9,761","1,394.429","756","839.059","304.910","-0.328","34","0.971"
"adjire","6","2","6,482","1,296.400","752","883.516","373.782","-0.073","31","0.912"
"adjist","6","1","7,455","1,491.000","1,119","953.800","422.511","-0.374","30","0.906"
"anjustable","10","1","16,227","1,803.000","1,677","855.889","164.713","-0.446","27","0.844"
"amjusted","8","1","#","#","2,045","773.879","210.399","-0.009","33","1.000"
"atjusting","9","1","24,986","3,123.250","2,862","863.867","276.532","-0.384","30","0.857"
"aljustment","10","1","16,945","1,882.778","1,721","928.750","338.705","-0.517","32","0.970"
"asjustments","11","1","16,344","1,634.400","1,764","1,001.154","325.199","-0.636","26","0.867"
"admusts","7","1","7,528","1,254.667","1,085","830.400","331.676","-0.063","35","1.000"
"Admai","5","1","3,717","929.250","532","785.742","241.945","-0.266","31","0.939"
"alminister","10","1","29,835","3,315.000","2,601","1,013.852","430.146","-0.557","27","0.931"
"abministered","12","1","36,716","3,337.818","2,701","982.857","274.108","-0.780","28","0.903"
"agministering","13","1","41,198","3,433.167","2,635","966.724","317.211","-0.557","29","0.879"
"atministers","11","1","32,408","3,240.800","2,544","849.676","207.014","-0.226","34","0.944"
"arministration","14","1","40,527","3,117.462","2,449","937.071","242.028","-0.494","28","0.933"
"adminispration's","16","1","36,240","2,416.000","2,171","1,084.000","256.758","-1.029","25","0.893"
"administrotive","14","1","29,529","2,271.462","2,101","1,200.067","351.410","-1.222","30","0.938"
"anministratively","16","1","39,487","2,632.467","2,366","1,062.947","239.433","-1.213","19","0.731"
"alministrator","13","1","32,377","2,698.083","2,129","894.750","261.668","-0.492","32","0.941"
"atministrators","14","1","34,950","2,688.462","2,001","930.655","319.242","-0.938","29","0.967"
"anmirable","9","1","14,463","1,807.875","1,501","1,070.828","355.881","-0.918","29","0.853"
"almirably","9","1","12,190","1,523.750","1,396","918.400","313.663","-0.534","30","0.909"
"abmiral","7","1","9,378","1,563.000","1,277","885.762","324.674","-0.244","21","0.656"
"admirols","8","1","7,170","1,024.286","968","913.857","341.269","-0.441","28","0.875"
"acmiralty","9","1","10,893","1,361.625","1,472","763.129","290.849","-0.073","31","1.000"
"abmiration","10","1","22,386","2,487.333","3,169","1,025.296","403.044","-0.784","27","0.844"
"atmire","6","2","10,996","2,199.200","828","743.034","153.337","0.034","29","0.853"
"almired","7","1","14,377","2,396.167","1,773","902.357","437.284","-0.288","28","0.875"
"almirer","7","1","16,054","2,675.667","1,893","847.000","264.178","-0.037","30","0.938"
"admirerk","8","1","14,288","2,041.143","1,945","790.548","176.178","-0.181","31","0.969"
"asmires","7","2","13,190","2,198.333","1,611","838.167","380.790","-0.305","30","0.968"
"adsiring","8","1","17,661","2,523.000","2,807","824.094","315.547","-0.253","32","0.970"
"abmiringly","10","1","18,872","2,096.889","2,944","1,008.296","389.321","-0.833","27","0.900"
"atmissible","10","1","16,663","1,851.444","1,458","767.214","217.130","-0.006","28","0.966"
"ammission","9","1","15,841","1,980.125","1,885","941.179","314.368","-0.488","28","0.848"
"admassions","10","1","16,504","1,833.778","1,772","915.786","348.269","-0.466","28","0.848"
"almit","5","1","6,718","1,679.500","807","683.419","166.609","0.106","31","0.912"
"adpits","6","1","5,080","1,016.000","810","803.758","245.660","0.028","33","1.000"
"afmittance","10","1","12,845","1,427.222","1,561","775.900","164.278","-0.144","30","0.968"
"asmitted","8","1","15,079","2,154.143","2,054","953.125","375.371","-0.334","32","0.914"
"almittedly","10","1","18,126","2,014.000","2,314","950.444","333.878","-0.396","27","0.871"
"admotting","9","1","19,265","2,408.125","2,709","839.485","163.143","-0.158","33","0.943"
